City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,paso de los toros,-32.8167,-56.5167,307.84,44,4,1.63,UY,1707667879
362,leduc,53.2668,-113.552,270.1,73,13,4.02,CA,1707667879
363,pacific grove,36.6177,-121.9166,282.4,87,0,3.09,US,1707667879
364,tyukhtet,56.5389,89.3011,258.94,91,100,5.38,RU,1707667880
365,malanje,-9.5402,16.341,296.14,88,95,2.06,AO,1707667880
366,dali,25.7,100.1833,281.81,71,23,2.36,CN,1707667880
367,kencong,-8.2833,113.3667,297.55,89,100,1.64,ID,1707667881
368,nijar,36.9665,-2.206,287.95,39,75,2.06,ES,1707667881
369,mumford,5.2618,-0.759,306.43,51,74,4.78,GH,1707667882
370,arraias,-12.9288,-46.9437,293.9,93,100,1.04,BR,1707667882
371,leh,34.1667,77.5833,263.06,40,5,0.04,IN,1707667883
372,cidreira,-30.1811,-50.2056,298.56,83,99,3.12,BR,1707667883
373,kuta,-8.7233,115.1723,301.12,83,40,3.6,ID,1707667884
374,fada,9.5667,8.3,308.77,12,41,3.11,NG,1707667884
375,genhe,50.7833,121.5167,256.78,100,99,2.06,CN,1707667884
376,punta alta,-38.8759,-62.0736,306.85,28,0,5.25,AR,1707667885
377,port augusta,-32.5,137.7667,298.01,51,0,2.71,AU,1707667885
378,vondrozo,-22.8167,47.2833,295.25,98,98,2.17,MG,1707667886
379,idrinskoye,54.3708,92.1358,254.24,89,5,1.61,RU,1707667886
380,kailua-kona,19.6406,-155.9956,294.13,90,0,2.06,US,1707667887
381,kiunga,-6.1219,141.2906,296.67,100,100,1.08,PG,1707667887
382,leava,-14.3,-178.1667,301.47,84,100,8.99,WF,1707667887
383,pundong,-7.9522,110.3486,298.86,89,56,1.63,ID,1707667888
384,rexburg,43.826,-111.7897,269.14,80,100,3.09,US,1707667888
385,raja,8.4596,25.678,307.18,17,26,2.22,SS,1707667889
386,andergrove,-21.0833,149.1833,298.51,78,7,4.46,AU,1707667889
387,kuqa,41.7278,82.9364,274.22,51,16,1.72,CN,1707667889
388,mangrol,21.1167,70.1167,295.92,37,70,4.62,IN,1707667890
389,dampit,-8.2116,112.7493,295.25,94,100,1.08,ID,1707667890
390,kapuskasing,49.4169,-82.4331,266.42,76,100,2.74,CA,1707667890
391,tannum sands,-23.9504,151.3693,298.09,78,40,4.12,AU,1707667891
392,saudarkrokur,65.7461,-19.6394,269.18,87,100,2.02,IS,1707667891
393,antsiranana,-12.2787,49.2917,298.11,90,100,3.67,MG,1707667891
394,san clemente del tuyu,-36.3569,-56.7235,303.7,71,4,3.14,AR,1707667891
395,teruel,40.6667,-0.6667,276.89,57,96,7.85,ES,1707667892
396,sao bento do sul,-26.2503,-49.3786,302.17,77,27,1.37,BR,1707667892
397,al khaburah,23.9886,57.0984,294.03,82,99,3.43,OM,1707667892
398,kharan,28.5833,65.4167,291.82,37,100,0.88,PK,1707667892
399,pangody,65.85,74.4859,245.57,100,100,4.83,RU,1707667892
400,bairnsdale,-37.8333,147.6167,290.4,91,0,2.35,AU,1707667893
401,starominskaya,46.53,39.0497,284.16,76,100,4.71,RU,1707667893
402,odacho-oda,35.1833,132.5,280.74,52,100,10.71,JP,1707667893
403,pohja,60.0963,23.5276,268.07,90,55,4.7,FI,1707667893
404,digora,43.1581,44.1569,283.51,47,80,0.98,RU,1707667893
405,pudozh,61.8099,36.5345,251.83,100,89,1.17,RU,1707667893
406,port alfred,-33.5906,26.891,296.03,75,11,2.68,ZA,1707667893
407,twon-brass,4.3151,6.2418,305.32,55,63,5.23,NG,1707667894
408,ratnagiri,16.9833,73.3,297.29,66,1,6.14,IN,1707667894
409,mao,39.8885,4.2658,286.46,54,20,7.72,ES,1707667894
410,magole,-6.3667,37.3667,296.98,93,78,1.78,TZ,1707667894
411,newport,51.5877,-2.9984,283.68,81,74,5.75,GB,1707667740
412,nadi,-17.8,177.4167,301.15,89,75,2.57,FJ,1707667894
413,murghob,38.1702,73.9667,256.57,69,75,2.91,TJ,1707667895
414,alice springs,-23.7,133.8833,301.05,52,57,1.03,AU,1707667895
415,alta,69.9689,23.2717,257.74,85,75,1.03,NO,1707667895
416,asyut,27.181,31.1837,291.72,22,6,0.56,EG,1707667895
417,dul'durga,50.6761,113.5931,264.62,82,100,1.88,RU,1707667895
418,argo,37.6333,22.7333,291.36,73,97,6.08,GR,1707667895
419,colonia,50.9333,6.95,284.79,79,20,2.57,DE,1707667732
420,plastun,44.7561,136.2939,260.9,93,56,2.47,RU,1707667896
421,jwaneng,-24.6004,24.7303,296.92,61,95,6.88,BW,1707667896
422,tutoia,-2.7619,-42.2744,299.05,85,100,1.75,BR,1707667896
423,boundiali,9.5217,-6.4869,310.39,8,78,2.17,CI,1707667896
424,kayangel,8.0823,134.7173,300.53,81,49,9.92,PW,1707667896
425,asyqata,40.8994,68.3611,286.59,42,7,2.14,KZ,1707667896
426,san ignacio de velasco,-16.3667,-60.95,301.72,69,100,2.7,BO,1707667694
427,lorengau,-2.0226,147.2712,300.46,83,100,3.6,PG,1707667897
428,kili,5.6439,169.1211,300.54,82,32,9.7,MH,1707667897
429,namdrik,5.5994,168.1028,300.37,83,78,10.1,MH,1707667897
430,banfora,10.6333,-4.7667,311.65,5,0,1.3,BF,1707667897
431,iquique,-20.2208,-70.1431,297.89,67,95,3.81,CL,1707667846
432,necochea,-38.5473,-58.7368,301.3,51,0,3.57,AR,1707667898
433,waspan,14.7419,-83.9717,303.76,52,62,3.32,NI,1707667898
434,harstad,68.799,16.5293,271.57,92,99,12.52,NO,1707667898
435,ballina,-28.8667,153.5667,295.25,80,53,4.41,AU,1707667898
436,eyl,7.9803,49.8164,299.17,71,34,5.58,SO,1707667898
437,dunedin,-45.8742,170.5036,284.71,81,100,2.03,NZ,1707667733
438,salekhard,66.53,66.6019,241.54,95,31,1.96,RU,1707667899
439,wuhai,39.6647,106.8122,273.89,35,1,1.95,CN,1707667899
440,pimentel,-6.8367,-79.9342,304.31,55,20,6.17,PE,1707667899
441,monte santo,-10.4378,-39.3328,303.98,50,86,5.14,BR,1707667899
442,happy valley-goose bay,53.3168,-60.3315,273.32,93,100,1.54,CA,1707667899
443,bamboo flat,11.7,92.7167,300.5,75,15,4.7,IN,1707667638
444,sechelt,49.4664,-123.7694,278.71,90,100,4.1,CA,1707667712
445,namtsy,62.7161,129.6658,235.73,100,99,2.33,RU,1707667900
446,arroyo,41.6096,-4.7969,282.37,76,75,5.14,ES,1707667900
447,hadibu,12.65,54.0333,298.54,75,7,3.88,YE,1707667900
448,wotje,9.4543,170.2367,299.62,74,89,10.56,MH,1707667900
449,conception bay south,47.4999,-52.9981,278.1,76,100,3.76,CA,1707667901
450,elliot,-31.3333,27.85,295.2,45,59,3.8,ZA,1707667901
451,portland,45.5234,-122.6762,281.83,93,100,5.66,US,1707667681
452,olyokminsk,60.3736,120.4264,251.19,100,98,1.47,RU,1707667901
453,wyszkow,52.5928,21.4584,284.23,93,100,5.32,PL,1707667901
454,chardara,41.2547,67.9692,286.41,44,0,2.99,KZ,1707667901
455,coquimbo,-29.9533,-71.3436,294.11,71,6,3.44,CL,1707667846
456,takoradi,4.8845,-1.7554,306.79,52,96,4.38,GH,1707667901
457,sultandagi,38.5311,31.2281,282.56,65,100,2.27,TR,1707667902
458,verkhnevilyuysk,63.4453,120.3167,245.84,96,100,4.76,RU,1707667902
459,tangalle,6.024,80.7911,299.24,69,24,7.05,LK,1707667902
460,hammerfest,70.6634,23.6821,271.4,100,75,0.51,NO,1707667902
461,westport,41.1415,-73.3579,281.66,61,0,3.6,US,1707667698
462,kuchaiburi,22.2667,86.1667,293.32,27,56,2.18,IN,1707667902
463,mutuali,-14.8706,37.0044,295.93,95,100,1.35,MZ,1707667902
464,bata,1.8639,9.7658,302.7,74,100,4.43,GQ,1707667903
465,mabaruma,8.2,-59.7833,305.26,47,95,3.94,GY,1707667903
466,antofagasta,-23.65,-70.4,297.58,66,83,4.2,CL,1707667903
467,playa del carmen,20.6274,-87.0799,302.16,74,75,6.69,MX,1707667798
468,sosnovo-ozerskoye,52.5249,111.5418,262.45,85,100,3.76,RU,1707667903
469,marsabit,2.3284,37.9899,300.39,31,55,4.44,KE,1707667903
470,arno,60.1167,18.6333,267.47,89,100,4.39,SE,1707667903
471,salinopolis,-0.6136,-47.3561,300.51,86,75,4.91,BR,1707667807
472,nemuro,43.3236,145.575,267.62,81,52,2.29,JP,1707667904
473,aitape,-3.1374,142.3475,298.65,92,100,2.39,PG,1707667904
474,jiexiu,37.0244,111.9125,275.82,51,0,2.99,CN,1707667904
475,opuwo,-18.0607,13.84,306.3,32,67,0.38,NA,1707667904
476,tambacounda,13.7539,-13.7586,312.66,4,0,1.99,SN,1707667904
477,nyrob,60.733,56.7202,252.61,100,95,1.35,RU,1707667904
478,faya-largeau,17.9257,19.1043,303.19,7,1,2.63,TD,1707667905
479,guichon,-32.35,-57.2,308.82,41,15,4.22,UY,1707667905
480,ulanhot,46.0833,122.0833,267.23,62,6,4.72,CN,1707667905
481,mili,6.0815,171.735,300.44,81,99,9.28,MH,1707667905
482,codrington,-38.2667,141.9667,287.47,95,1,1.46,AU,1707667905
483,sidareja,-7.4846,108.7923,297.22,98,100,1.34,ID,1707667905
484,poshekhon'ye,58.4993,39.1353,262.16,93,89,3.44,RU,1707667905
485,tocopilla,-22.092,-70.1979,294.68,84,79,4.74,CL,1707667906
486,kruisfontein,-34.0033,24.7314,297.53,51,0,9.39,ZA,1707667906
487,altai,46.3722,96.2583,267.42,59,100,12.01,MN,1707667906
488,parabel',58.6978,81.4825,258.1,95,99,3.13,RU,1707667906
489,brookings,44.3114,-96.7984,273.18,86,0,4.12,US,1707667906
490,walvis bay,-22.9575,14.5053,295.23,64,67,6.26,NA,1707667906
491,nizhniy kuranakh,58.8353,125.4869,256.45,100,99,1.1,RU,1707667906
492,shelekhov,52.2139,104.1,271.36,98,100,0.87,RU,1707667906
493,sola,-13.8833,167.55,301.08,76,22,7.61,VU,1707667907
494,mogok,22.9167,96.5,286.82,50,0,0.86,MM,1707667907
495,grand-lahou,5.1367,-5.0242,304.59,61,59,4.51,CI,1707667907
496,mawlamyinegyunn,16.3833,95.2667,296.99,67,9,2.6,MM,1707667907
497,ust'-ilimsk,58.0006,102.6619,264.51,83,100,4.02,RU,1707667907
498,fortaleza,-3.7227,-38.5247,302.22,87,75,3.6,BR,1707667805
499,taupo,-38.6833,176.0833,280.98,79,0,1.29,NZ,1707667765
500,oranjemund,-28.55,16.4333,293.89,81,1,2.99,NA,1707667908
501,solan,30.9167,77.1167,282.33,60,5,1.99,IN,1707667908
502,prince george,53.9166,-122.753,271.83,96,100,0.89,CA,1707667908
503,somotillo,13.0433,-86.9064,306.33,39,2,0.55,NI,1707667908
504,rabo de peixe,37.8,-25.5833,290.92,99,40,6.17,PT,1707667908
505,nogales,31.3086,-110.9422,275.57,93,40,0.0,MX,1707667440
506,prince albert,53.2001,-105.7677,266.46,92,24,3.71,CA,1707667625
507,benemerito de las americas,16.5167,-90.6439,299.74,55,13,1.82,MX,1707667908
508,doctor alberto oviedo mota,32.2275,-115.1697,285.37,29,0,3.32,MX,1707667909
509,pavlogradka,54.2024,73.5592,256.17,93,97,6.59,RU,1707667909
510,pleiku,13.9833,108.0,289.7,78,9,4.15,VN,1707667909
511,marka,1.7159,44.7717,299.51,84,57,8.18,SO,1707667909
512,gedo,9.0167,37.45,288.48,70,83,1.02,ET,1707667909
513,sebezh,56.2955,28.4654,271.46,95,100,3.05,RU,1707667909
514,swakopmund,-22.6833,14.5333,292.51,80,96,5.01,NA,1707667909
515,kot sultan,30.7737,70.9313,287.63,21,3,2.48,PK,1707667910
516,madimba,-10.4,40.3333,301.6,78,70,4.01,TZ,1707667910
517,manicore,-5.8092,-61.3003,300.31,84,100,1.43,BR,1707667910
518,pathein,16.7833,94.7333,294.82,75,5,2.47,MM,1707667910
519,suluru,13.7,80.0167,295.63,83,14,1.16,IN,1707667910
520,tekirova,36.5017,30.5272,289.25,86,100,1.14,TR,1707667910
521,pokhara,28.2333,83.9833,286.26,25,0,2.96,NP,1707667385
522,forster,-32.1667,152.5167,290.58,100,22,1.62,AU,1707667911
523,el granada,37.5027,-122.4694,284.58,92,100,1.54,US,1707667911
524,emerald,-23.5333,148.1667,297.23,75,39,4.71,AU,1707667911
525,badagry,6.4167,2.8833,305.6,52,60,4.71,NG,1707667911
526,howrah,22.5892,88.3103,294.15,52,20,0.0,IN,1707667911
527,yefremov,53.1481,38.0992,269.03,95,100,5.11,RU,1707667911
528,holualoa,19.6228,-155.9522,292.06,91,0,2.06,US,1707667912
529,aksu,41.1231,80.2644,274.48,55,25,0.47,CN,1707667912
530,tra mhor,52.1624,-7.1524,282.14,72,75,2.57,IE,1707667912
531,souillac,-20.5167,57.5167,300.57,85,21,5.01,MU,1707667912
532,seven pagodas,12.6264,80.1722,299.31,76,19,4.47,IN,1707667912
533,coxen hole,16.3244,-86.5366,302.75,66,0,2.57,HN,1707667912
534,chifeng,42.2683,118.9636,271.32,43,0,2.85,CN,1707667913
535,dien bien phu,21.3833,103.0167,290.25,71,54,1.49,VN,1707667913
536,palmer,42.1584,-72.3287,280.29,54,75,3.09,US,1707667913
537,falam,22.9167,93.6833,281.39,47,2,0.43,MM,1707667913
538,ciutadella,40.0011,3.8414,286.6,66,21,11.89,ES,1707667913
539,hailar,49.2,119.7,266.06,80,64,6.95,CN,1707667913
540,kronstadt,45.6486,25.6061,286.11,50,100,6.26,RO,1707667913
541,suva,-18.1416,178.4415,298.8,97,100,0.98,FJ,1707667913
542,pedra azul,-16.0053,-41.2972,302.65,44,50,4.34,BR,1707667914
543,isangel,-19.55,169.2667,299.15,88,24,3.71,VU,1707667914
544,oyotun,-6.8519,-79.3036,301.45,70,70,2.55,PE,1707667914
545,suez,29.9737,32.5263,291.72,39,55,2.04,EG,1707667914
546,zagora,30.3484,-5.8365,299.51,16,1,2.1,MA,1707667914
547,ovalle,-30.5983,-71.2003,301.42,39,1,2.93,CL,1707667914
548,mitu,1.1983,-70.1733,302.63,65,60,2.76,CO,1707667915
549,vilyuysk,63.7553,121.6247,243.15,95,100,4.02,RU,1707667915
550,yatou,37.15,122.3833,274.21,61,39,1.73,CN,1707667915
551,hamilton,39.1834,-84.5333,278.56,78,100,3.09,US,1707667781
552,cova figueira,14.8905,-24.2934,295.57,67,0,4.53,CV,1707667915
553,fort mcmurray,56.7268,-111.381,270.19,86,23,3.14,CA,1707667794
554,shchyolkino,45.4291,35.8223,285.13,75,100,8.2,UA,1707667915
555,kilimatinde,-5.85,34.95,294.0,91,52,1.47,TZ,1707667915
556,tomatlan,19.9333,-105.25,297.93,54,73,0.26,MX,1707667916
557,macclenny,30.2822,-82.1221,296.94,82,100,0.89,US,1707667916
558,qingnian,36.8456,115.7117,278.56,59,4,3.37,CN,1707667916
559,ceeldheer,3.8488,47.1806,299.62,71,33,7.77,SO,1707667916
560,vila velha,-20.3297,-40.2925,303.12,79,40,4.12,BR,1707667735
561,ondjiva,-17.0667,15.7333,306.67,30,82,3.13,AO,1707667886
562,lamia,38.9,22.4333,291.61,79,99,1.44,GR,1707667916
563,slave lake,55.2834,-114.769,268.16,84,5,4.21,CA,1707667916
564,atakpame,7.5333,1.1333,310.3,18,66,2.1,TG,1707667916
565,highwood,42.1997,-87.8092,274.98,73,0,2.06,US,1707667917
566,worland,44.0169,-107.9554,265.71,92,20,0.0,US,1707667917
